Practice_ID,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
AP003,Q3,2020,4923,57.5,99.9,79,62,0.014,1185.0,25.1,3.9,39.5,921
AP012,Q2,2024,1930,31.3,75.4,61,84,0.053,372.1,26.9,4.9,47.9,1408
AP001,Q1,2023,4165,23.7,99.4,78,60,0.012,765.6,84.5,2.0,27.7,1324
AP001,Q2,2020,3969,41.1,26.3,88,51,0.056,1339.4,48.3,1.5,33.5,1081
AP003,Q2,2024,4439,55.8,42.1,61,60,0.054,703.4,92.4,1.8,19.5,1884
AP001,Q4,2022,1439,41.7,23.2,74,64,0.018,223.0,51.9,1.8,37.5,1780
AP012,Q3,2024,1373,27.4,6.5,63,70,0.039,508.2,83.2,4.5,15.2,1702
AP006,Q4,2020,1611,15.3,16.9,78,65,0.027,902.3,27.3,2.8,48.3,1701
AP010,Q3,2022,2536,2.1,22.0,59,34,0.049,1965.6,29.8,1.3,39.4,1698
AP006,Q3,2022,2158,26.5,62.5,46,53,0.013,1053.0,0.5,5.8,14.6,1592
AP008,Q4,2021,1266,32.2,30.1,47,83,0.019,3082.0,3.8,1.2,24.9,700
AP007,Q2,2023,1314,30.5,13.5,60,68,0.01,319.5,20.4,3.0,10.1,1506
AP007,Q2,2021,1884,53.2,4.5,80,87,0.009,4035.8,12.0,2.2,23.4,1284
AP002,Q4,2022,1494,41.7,53.5,92,86,0.048,1185.9,19.6,5.6,36.1,1779
AP009,Q2,2021,3490,55.0,18.3,82,65,0.068,1505.9,49.5,3.3,39.0,1669
AP009,Q3,2023,1894,32.3,71.4,93,69,0.106,502.7,25.6,3.8,16.4,491
AP006,Q2,2022,1860,31.9,85.1,83,79,0.022,239.5,90.6,5.3,25.6,1918
AP007,Q4,2023,2489,22.4,62.4,76,80,0.037,347.9,32.0,5.7,28.7,861
AP008,Q3,2021,4589,58.7,32.9,74,71,0.034,244.2,13.7,1.6,14.0,1603
AP005,Q4,2022,4341,58.4,61.8,61,66,0.02,804.3,18.2,3.0,40.1,1753
AP011,Q3,2023,4353,9.3,98.3,93,52,0.022,1498.9,43.6,3.6,46.0,1052
AP007,Q2,2021,3246,42.0,76.9,54,73,0.035,892.7,30.7,5.3,32.9,1212
AP010,Q1,2020,2357,55.3,26.4,88,61,0.013,953.3,68.6,4.4,22.3,1106
AP012,Q1,2020,2286,10.5,78.5,74,48,0.029,904.3,1.6,4.1,46.6,516
AP011,Q4,2022,3231,39.1,85.9,99,58,0.049,346.6,1.2,4.7,22.9,789
AP003,Q2,2021,1662,20.1,15.0,89,83,0.024,318.6,78.5,3.7,41.6,786
AP012,Q3,2022,1188,2.1,39.2,64,75,0.044,285.8,24.6,1.7,48.7,1483
AP007,Q3,2021,840,42.5,37.8,78,93,0.041,1376.7,73.4,1.5,12.8,1811
AP012,Q4,2022,3744,7.6,13.0,56,75,0.03,1580.4,88.4,5.1,23.7,1168
AP010,Q2,2021,1654,23.1,24.6,56,72,0.034,1028.6,48.0,4.0,47.8,575
AP008,Q1,2023,3513,9.0,27.2,86,86,0.013,350.2,88.1,4.5,15.3,381
AP007,Q4,2024,4294,34.5,53.2,83,69,0.007,793.1,69.0,3.3,21.0,1917
AP002,Q1,2021,1275,24.3,48.5,99,47,0.029,626.8,2.0,5.3,27.4,1648
AP007,Q4,2023,3188,59.2,5.4,78,65,0.024,408.6,15.5,2.5,16.5,1586
AP012,Q3,2023,1935,45.9,4.7,87,93,0.041,319.0,56.7,5.5,13.1,1433
AP008,Q4,2020,3119,22.8,54.1,76,79,0.049,1536.1,55.5,5.5,13.7,1684
AP002,Q2,2022,3917,40.8,8.5,67,51,0.013,371.0,24.3,1.6,30.8,479
AP004,Q1,2020,3400,34.0,31.0,95,82,0.025,1388.0,43.5,5.3,29.5,1635
AP012,Q1,2024,2391,36.9,60.3,79,80,0.045,1617.4,64.7,1.3,11.4,1890
AP005,Q4,2022,2539,6.2,71.1,94,79,0.06,1085.4,69.7,4.9,23.4,459
AP011,Q2,2022,4069,0.3,33.7,78,69,0.022,1980.4,16.8,3.4,11.3,572
AP002,Q4,2024,4911,49.9,44.9,69,63,0.016,564.7,72.2,5.3,42.0,1988
AP004,Q1,2023,2534,52.2,39.9,72,49,0.014,2255.3,7.8,1.4,13.2,420
AP010,Q4,2022,2116,30.5,99.6,75,67,0.066,1577.1,92.3,5.7,20.3,1011
AP008,Q3,2021,2324,56.3,84.9,69,68,0.025,323.0,56.5,3.1,21.2,965
AP001,Q4,2024,1979,20.2,31.1,95,70,0.022,1075.9,86.1,2.5,10.9,584
AP010,Q1,2023,992,41.0,97.9,67,77,0.008,1374.6,99.7,3.5,40.7,1131
AP004,Q2,2021,1321,1.0,85.2,52,82,0.008,375.0,82.0,5.0,36.4,654
AP010,Q3,2024,1461,23.5,61.2,92,90,0.102,448.5,95.0,3.0,23.0,1352
AP004,Q3,2022,1009,10.2,36.9,65,85,0.043,1069.5,57.9,1.9,49.6,410
AP006,Q2,2023,3646,43.0,34.1,87,81,0.013,1235.3,83.4,3.5,40.3,358
AP012,Q3,2020,890,56.3,58.4,83,74,0.027,821.3,95.2,1.8,33.0,1009
AP004,Q2,2024,1185,39.0,37.0,65,65,0.016,393.3,55.9,3.1,38.7,476
AP007,Q1,2023,3979,1.2,36.1,72,64,0.023,805.1,65.2,5.2,20.3,372
AP011,Q1,2024,2146,8.5,82.0,79,63,0.038,394.3,32.1,5.9,31.6,1353
AP009,Q2,2020,2184,7.0,94.5,91,77,0.04,680.0,60.3,3.8,35.7,1752
AP005,Q2,2020,1325,58.0,30.1,79,80,0.103,608.8,75.2,4.7,28.6,1396
AP012,Q3,2024,2613,32.4,71.4,72,76,0.067,3049.3,14.1,3.4,16.0,1344
AP004,Q4,2021,3837,15.2,32.2,90,87,0.087,662.1,83.9,1.5,23.3,475
AP005,Q2,2021,4807,3.2,41.6,47,91,0.011,1191.9,12.1,3.5,24.3,544
AP008,Q2,2023,965,43.9,84.5,87,84,0.006,776.9,84.0,2.5,37.1,795
AP011,Q2,2020,1716,50.4,85.4,74,97,0.062,787.3,71.7,3.2,28.0,833
AP008,Q2,2024,3595,30.5,19.6,76,79,0.02,708.1,21.8,3.7,46.7,991
AP007,Q2,2024,716,9.5,54.1,86,95,0.018,442.0,32.9,4.2,13.2,1790
AP008,Q1,2020,3267,22.1,37.7,62,61,0.015,708.8,21.0,1.9,12.4,750
AP003,Q2,2023,2517,10.3,96.4,84,82,0.062,502.0,57.8,4.9,46.1,1946
AP004,Q2,2020,4089,51.1,82.6,78,59,0.015,226.3,10.9,2.4,12.5,601
AP007,Q3,2020,3458,51.6,61.3,82,93,0.034,645.7,38.9,1.5,20.0,309
AP011,Q1,2021,2806,59.9,86.4,77,71,0.027,890.4,7.2,2.5,49.4,828
AP007,Q1,2020,4688,14.5,68.4,51,53,0.025,895.7,21.2,1.2,39.3,1616
AP009,Q2,2020,1832,34.4,12.6,89,86,0.03,189.8,27.6,1.4,26.7,1344
AP012,Q2,2024,1983,3.6,29.2,66,66,0.012,533.8,10.8,1.4,17.8,1829
AP008,Q4,2022,3612,59.8,86.9,92,65,0.082,749.7,22.1,4.9,22.8,1705
AP007,Q3,2021,2793,12.1,89.9,56,81,0.014,1475.2,63.1,3.4,22.7,1496
AP006,Q1,2021,1013,17.1,55.0,84,85,0.055,1009.2,6.5,3.5,14.3,1910
AP001,Q3,2020,1736,27.4,78.2,65,78,0.077,474.1,72.6,5.2,48.6,1430
AP009,Q1,2022,1281,40.9,80.5,93,95,0.023,366.9,74.1,4.7,18.7,695
AP006,Q1,2024,2160,50.3,18.1,99,90,0.022,884.7,3.6,5.3,43.5,1382
AP006,Q1,2020,4062,43.5,5.5,82,97,0.01,3118.6,44.3,2.0,35.0,1640
AP009,Q1,2023,1985,56.0,70.5,59,74,0.007,1121.2,22.5,3.0,19.2,1769
AP007,Q2,2022,1187,0.9,56.0,72,74,0.013,1058.1,11.6,3.3,16.3,631
AP008,Q3,2021,4478,45.4,16.0,94,87,0.111,216.6,7.6,4.1,27.2,1199
AP002,Q2,2024,1209,17.9,57.2,76,74,0.1,496.2,0.5,1.6,11.4,608
AP006,Q2,2023,519,0.6,21.8,74,93,0.018,776.7,26.1,1.5,40.8,1195
AP009,Q3,2023,2404,54.3,89.3,49,89,0.034,1741.2,22.4,5.8,47.8,767
AP001,Q3,2020,3529,30.6,87.8,58,64,0.033,304.8,36.4,4.6,43.5,1555
AP007,Q1,2021,4081,30.7,19.2,54,72,0.079,991.0,15.5,2.0,33.8,1287
AP006,Q1,2020,1908,50.5,70.4,84,82,0.025,826.3,72.9,3.9,24.8,859
AP011,Q4,2023,791,29.5,40.9,96,38,0.007,688.3,92.3,4.8,41.7,440
AP011,Q1,2021,971,46.7,36.4,79,54,0.04,1868.9,6.0,1.7,28.0,1648
AP009,Q2,2022,2652,37.9,68.9,53,71,0.01,2318.5,69.7,4.5,45.0,1019
AP009,Q4,2022,4769,24.2,79.6,63,66,0.018,247.8,45.8,4.4,32.0,1477
AP005,Q3,2021,1954,13.9,90.0,76,76,0.021,395.5,51.8,1.9,43.4,809
AP005,Q2,2023,4591,46.0,50.7,61,65,0.029,531.8,55.5,1.4,39.4,503
AP012,Q4,2021,2751,29.5,40.7,61,75,0.013,1008.5,98.2,1.4,23.0,1781
AP011,Q3,2024,3964,29.2,62.6,60,66,0.027,416.2,63.3,1.4,21.6,1602
AP001,Q1,2022,3055,53.8,53.4,82,73,0.051,1975.0,57.2,3.6,47.0,649
AP001,Q3,2022,2240,29.0,48.8,74,76,0.017,1119.3,48.7,1.7,38.4,1079
AP009,Q4,2021,2989,19.6,66.4,76,56,0.037,733.5,37.3,4.0,22.0,1421
AP002,Q1,2021,3444,26.1,8.9,58,93,0.032,1221.9,69.0,5.4,47.8,1259
AP007,Q1,2023,708,56.9,21.6,59,66,0.041,1612.1,2.6,4.4,49.9,589
AP006,Q3,2020,682,23.4,33.3,82,65,0.033,354.8,58.3,5.4,45.9,1315
AP005,Q2,2021,3198,56.4,90.8,60,84,0.012,230.9,19.6,3.8,25.9,658
AP002,Q3,2020,1814,0.2,38.1,70,76,0.01,712.2,81.5,4.8,20.5,1080
AP005,Q4,2022,4278,14.2,99.0,83,78,0.025,1529.1,84.5,4.9,29.2,1966
AP009,Q3,2021,1038,10.4,76.6,62,76,0.029,326.2,51.7,4.5,14.3,1121
AP010,Q3,2023,2789,22.6,76.5,66,67,0.037,761.7,23.6,5.7,15.7,746
AP004,Q2,2021,1728,14.3,55.7,75,60,0.024,642.5,95.0,3.9,23.1,1318
AP012,Q3,2022,4926,51.6,63.7,64,64,0.032,1067.9,26.0,3.4,22.0,1554
AP007,Q1,2024,4661,24.3,68.4,87,70,0.053,370.6,34.8,5.9,33.0,1937
AP003,Q3,2023,1967,48.6,35.7,86,60,0.021,1059.1,95.6,2.6,16.4,491
AP002,Q2,2022,3747,2.5,64.6,84,65,0.034,640.4,43.6,1.7,27.9,552
AP007,Q3,2020,2979,1.8,57.3,74,57,0.019,1118.9,58.5,3.1,32.0,441
AP011,Q1,2023,1837,33.4,23.4,86,78,0.046,815.6,24.5,1.4,40.4,1488
AP010,Q2,2024,1420,16.0,61.6,65,74,0.036,471.1,20.7,5.4,28.9,787
AP004,Q3,2020,3426,9.3,24.1,79,84,0.039,395.0,74.9,1.7,45.1,944
AP001,Q3,2021,3756,26.8,52.8,76,83,0.039,827.3,60.0,4.5,48.5,815
AP001,Q4,2020,2788,12.9,70.7,58,88,0.019,4398.0,67.6,2.4,31.3,1142
AP005,Q3,2021,2409,51.1,62.0,57,84,0.006,2040.0,68.8,3.4,20.6,680
AP006,Q3,2023,3875,24.0,94.0,81,75,0.023,332.2,18.2,3.0,21.1,1426
AP005,Q2,2021,2446,12.2,64.4,53,55,0.015,1346.7,94.2,5.2,25.8,1577
AP009,Q4,2022,1412,38.7,52.6,58,68,0.027,336.7,80.8,4.9,41.1,1403
AP009,Q1,2021,3570,57.8,6.1,82,64,0.016,468.6,65.6,2.0,23.9,311
AP008,Q2,2020,4217,12.4,81.4,79,75,0.064,117.8,66.5,5.0,40.8,1387
AP006,Q4,2021,4472,41.7,30.9,100,80,0.016,635.7,7.2,5.5,11.4,1236
AP008,Q1,2024,2922,6.1,73.8,61,78,0.055,1040.3,44.2,1.4,41.7,1274
AP010,Q1,2024,3103,53.6,8.9,81,57,0.032,616.1,92.0,3.6,21.9,1711
AP011,Q2,2020,3101,27.6,84.9,60,91,0.013,137.6,97.0,4.0,15.4,1540
AP008,Q4,2023,1801,53.3,23.8,99,74,0.023,3823.6,97.3,1.1,19.6,1956
AP008,Q4,2020,1855,30.3,52.7,95,61,0.038,1139.5,76.3,3.1,44.6,1494
AP007,Q2,2024,2470,1.8,63.3,75,43,0.064,1367.4,28.1,1.5,22.0,1459
AP003,Q2,2022,1572,44.2,68.5,73,80,0.025,1336.7,38.0,1.4,40.3,1087
AP008,Q3,2022,1265,16.8,48.7,54,65,0.014,1188.6,48.7,2.4,31.9,629
AP008,Q1,2022,1714,37.1,47.7,70,96,0.033,146.3,20.3,4.7,30.8,863
AP006,Q4,2020,957,27.5,14.1,73,75,0.016,237.5,50.7,3.7,42.5,1683
AP002,Q4,2021,2199,0.2,26.5,75,78,0.017,718.0,48.2,3.6,43.6,511
AP001,Q1,2020,2624,20.4,37.9,78,66,0.025,1004.3,71.5,5.0,15.7,1968
AP002,Q4,2020,2922,39.0,65.3,66,72,0.013,1177.7,26.6,3.3,15.2,1952
AP006,Q4,2021,1778,5.2,14.7,57,74,0.036,2905.7,94.8,4.5,22.8,1632
AP012,Q4,2024,2510,1.6,93.0,93,90,0.04,1465.9,24.6,2.5,17.8,868
AP004,Q2,2023,4113,49.1,61.9,76,60,0.024,508.0,87.5,2.8,15.9,621
AP007,Q4,2023,832,46.9,54.4,60,70,0.016,306.2,91.9,1.9,42.5,1676
AP011,Q4,2020,902,40.7,82.5,47,65,0.014,782.4,85.2,4.4,48.4,504
AP004,Q3,2020,1292,17.2,15.0,79,45,0.044,666.0,41.7,2.4,33.6,1327
AP007,Q1,2024,1622,25.7,14.3,64,67,0.02,112.9,29.9,4.3,14.5,1722
AP003,Q2,2022,1892,38.8,66.4,58,82,0.017,421.3,42.4,3.0,36.8,1151
AP010,Q2,2024,1278,50.1,1.2,65,48,0.02,126.6,26.9,5.7,31.1,1801
AP002,Q2,2020,1219,58.3,13.1,75,52,0.01,1741.4,7.3,3.2,48.5,1240
AP005,Q1,2023,1713,27.1,88.1,95,66,0.031,517.6,12.3,4.1,35.2,1798
AP010,Q3,2024,2132,9.5,28.4,79,77,0.022,866.2,99.4,2.7,14.0,1913
AP005,Q4,2024,1496,16.9,42.7,93,72,0.026,614.0,37.2,1.9,15.2,1568
AP008,Q3,2020,1906,42.6,40.4,72,70,0.03,1680.0,17.4,1.5,26.0,1982
AP006,Q4,2023,4284,25.0,0.9,96,82,0.016,140.4,63.0,1.8,40.3,1331
AP008,Q4,2021,1170,24.4,89.4,77,72,0.039,1994.1,31.1,6.0,20.9,819
AP009,Q4,2023,4510,36.5,53.7,93,83,0.013,282.7,47.3,4.0,29.0,864
AP007,Q3,2024,1607,41.0,59.6,64,78,0.012,780.0,32.5,2.9,10.0,1220
AP009,Q2,2021,1200,7.5,69.1,58,82,0.061,462.3,57.7,1.6,46.1,1364
AP002,Q4,2023,4715,27.6,14.9,99,69,0.048,2492.3,63.8,5.5,19.5,1045
AP009,Q4,2024,1750,44.5,6.0,76,87,0.074,654.5,21.1,2.0,20.8,1747
AP001,Q1,2023,2135,23.8,76.5,90,75,0.014,255.7,16.3,1.3,39.9,1021
AP002,Q3,2024,2565,49.5,71.4,82,60,0.035,1350.0,60.1,3.7,19.7,314
AP005,Q3,2023,1652,48.5,74.7,61,70,0.047,343.1,27.3,3.3,16.0,790
AP005,Q1,2023,967,14.0,90.3,73,88,0.01,841.3,14.4,2.7,32.8,1281
AP007,Q1,2020,1654,36.3,71.2,83,60,0.023,510.8,47.6,5.7,10.5,1856
AP001,Q1,2024,1359,30.6,48.7,78,59,0.036,4535.5,89.7,1.5,28.5,1388
AP008,Q4,2022,2441,5.9,21.9,73,84,0.011,873.3,13.2,6.0,12.3,1830
AP003,Q2,2024,3410,19.1,37.4,78,49,0.037,132.9,71.5,5.7,12.0,863
AP004,Q3,2024,651,50.3,5.3,81,58,0.019,1564.5,79.0,1.8,26.2,1037
AP006,Q4,2024,1413,19.0,28.7,98,57,0.035,885.0,95.9,5.4,25.6,1914
AP011,Q2,2023,2877,10.5,27.4,60,84,0.015,1111.2,63.7,1.3,32.0,717
AP007,Q4,2022,2121,7.7,51.7,88,70,0.02,559.3,99.7,4.5,25.5,881
AP005,Q2,2023,2555,10.0,95.0,95,95,0.023,277.4,11.3,1.4,25.2,1582
AP003,Q2,2020,1858,40.7,2.2,72,93,0.012,1754.4,30.7,2.3,42.5,1045
AP006,Q2,2020,3612,44.5,9.4,40,71,0.049,1856.5,86.9,2.2,30.2,707
AP003,Q2,2020,1397,8.2,37.6,74,96,0.05,716.8,2.2,4.4,15.5,1282
AP002,Q2,2024,4101,39.0,24.3,80,87,0.014,968.7,83.0,1.4,17.4,456
AP009,Q2,2023,3263,16.7,20.6,64,68,0.013,196.7,49.6,1.2,22.7,867
AP010,Q4,2024,3150,34.5,75.6,95,78,0.035,920.5,66.2,4.6,26.3,1128
AP002,Q1,2022,3975,6.9,47.8,78,86,0.115,444.1,0.6,1.4,17.1,1243
AP006,Q1,2022,2147,47.8,47.3,93,80,0.026,2180.9,71.2,2.8,41.0,1144
AP001,Q1,2022,613,40.0,33.0,80,77,0.016,180.0,93.8,5.2,21.0,1657
AP006,Q3,2021,924,7.4,15.0,77,77,0.037,2269.0,96.3,5.8,34.2,780
AP011,Q4,2024,1272,24.1,84.7,73,80,0.016,150.0,83.7,2.0,49.2,531
AP001,Q4,2021,2581,25.9,94.1,79,76,0.02,851.9,45.2,2.8,44.3,349
AP008,Q1,2024,4015,57.3,56.5,78,45,0.01,2562.8,99.8,2.8,30.9,1692
AP011,Q3,2023,4191,57.5,15.8,88,85,0.045,542.6,4.9,5.1,16.3,642
AP011,Q2,2022,601,30.3,27.4,87,82,0.048,244.7,32.7,2.1,30.4,353
AP009,Q3,2021,3054,21.1,51.0,84,67,0.03,1318.4,56.3,4.8,40.8,1358
AP010,Q2,2020,4871,33.0,73.3,76,75,0.006,1491.9,46.5,4.2,32.6,1353
AP005,Q1,2021,2066,59.7,33.2,74,64,0.014,577.8,38.4,4.2,10.4,1721
AP005,Q2,2021,738,58.0,78.0,94,90,0.024,2769.3,48.9,5.1,35.9,1010
AP011,Q4,2021,4306,45.4,58.5,89,72,0.042,598.9,18.9,3.9,22.5,1606
AP011,Q2,2023,1492,13.4,28.1,84,88,0.03,1128.8,25.4,4.5,12.7,772
AP006,Q3,2024,4366,13.4,68.2,73,53,0.16,803.3,12.0,3.5,46.8,1846
AP009,Q3,2024,4701,21.6,29.2,61,76,0.025,2244.3,0.3,2.7,36.6,1476
AP006,Q4,2022,2607,10.4,75.0,83,69,0.13,371.6,33.7,3.5,21.3,1148
AP005,Q1,2024,4550,41.1,28.8,87,66,0.02,192.1,54.1,1.5,10.5,425
AP004,Q3,2020,3175,42.0,82.3,51,59,0.023,932.1,68.9,2.2,13.4,973
AP008,Q1,2022,1610,33.9,90.1,81,98,0.023,1910.9,3.9,1.3,24.0,755
AP005,Q3,2020,3244,34.6,31.5,70,90,0.033,317.8,38.7,1.7,41.9,1929
AP004,Q1,2021,4799,17.6,34.1,85,69,0.017,1793.2,91.5,2.9,15.4,1992
AP004,Q1,2024,4345,1.7,8.1,81,85,0.08,640.9,39.5,2.9,13.0,1227
AP002,Q1,2021,2561,30.9,83.1,90,80,0.008,668.9,59.6,2.2,39.3,707
AP006,Q1,2024,4396,26.4,7.2,77,65,0.02,1557.0,43.7,3.3,29.9,694
AP001,Q3,2023,3803,18.3,35.2,56,87,0.021,860.2,50.9,3.9,15.2,1461
AP012,Q1,2022,1666,8.6,27.1,67,61,0.023,969.1,97.6,5.3,43.2,1836
AP006,Q1,2022,946,54.7,59.2,94,64,0.064,1595.8,46.2,2.1,29.1,1289
AP009,Q4,2024,4985,7.5,78.3,59,73,0.021,3189.2,68.7,4.2,41.2,1142
AP005,Q1,2024,1993,51.1,61.6,79,51,0.011,1217.0,47.0,3.3,43.3,784
AP003,Q3,2022,4005,20.7,81.6,79,76,0.01,358.7,36.6,3.9,41.0,1221
AP009,Q2,2021,2633,15.3,10.4,49,65,0.016,1159.2,16.6,2.3,18.1,1967
AP002,Q2,2020,4984,1.9,26.5,97,68,0.016,506.2,28.1,3.2,11.5,791
AP004,Q3,2023,2399,38.5,29.6,57,71,0.021,1067.3,25.9,1.5,20.6,714
AP007,Q3,2022,4906,57.1,63.7,77,65,0.012,863.3,29.0,2.2,16.2,928
AP010,Q2,2023,3508,58.7,32.0,69,79,0.019,958.2,89.8,3.3,45.7,653
AP006,Q3,2023,2105,6.7,24.3,70,80,0.117,2094.1,34.9,1.6,29.7,1570
AP010,Q1,2023,2617,49.9,8.2,100,71,0.014,1330.0,41.0,1.6,46.6,988
AP003,Q2,2020,1266,26.3,22.4,73,76,0.031,632.5,85.8,4.5,34.4,1563
AP008,Q2,2023,3767,12.3,37.2,49,74,0.125,1211.2,67.0,2.4,18.9,1337
AP005,Q3,2022,1779,10.8,12.2,79,83,0.029,1099.2,83.0,1.4,40.7,1269
AP001,Q4,2021,2037,5.3,89.5,95,61,0.025,680.7,26.1,2.1,23.7,733
AP002,Q4,2023,3810,43.7,31.7,80,25,0.047,630.5,57.1,1.6,38.3,529
AP008,Q3,2020,4447,19.5,20.3,77,84,0.013,1445.8,38.8,3.7,14.7,1615
AP005,Q2,2020,753,3.4,55.1,84,70,0.02,2080.6,38.4,5.6,34.0,1526
AP002,Q3,2020,1622,49.9,64.6,72,66,0.007,148.4,62.2,5.7,29.1,841
AP002,Q2,2023,1806,59.0,58.2,80,86,0.024,1066.3,73.7,5.9,31.8,854
AP011,Q3,2021,2690,27.1,40.9,91,78,0.018,2108.8,8.3,3.1,32.5,593
AP006,Q2,2021,4438,53.5,94.0,48,82,0.02,873.3,6.3,4.3,26.0,1147
AP001,Q3,2024,3505,52.5,25.8,83,81,0.008,1633.2,52.4,2.1,18.6,450
AP010,Q4,2020,4241,51.2,67.6,57,66,0.04,258.4,48.9,4.4,46.6,1128
AP010,Q3,2024,1481,16.9,87.0,93,72,0.031,467.6,51.7,3.6,49.1,1657
AP006,Q2,2023,2687,31.0,75.7,65,49,0.02,204.0,44.5,5.5,19.9,1031
AP008,Q3,2022,1581,24.3,43.1,75,72,0.069,388.3,68.5,3.7,37.5,374
AP010,Q1,2020,3438,14.1,41.8,55,96,0.027,520.4,67.6,5.0,21.1,609
AP002,Q1,2023,2339,56.7,89.3,81,83,0.035,869.6,85.1,3.6,35.4,1594
AP008,Q4,2022,4227,55.8,77.1,83,69,0.014,239.1,33.5,3.0,34.9,1267
AP007,Q1,2024,3403,1.5,86.6,90,100,0.015,878.9,28.2,1.0,14.9,1742
AP002,Q3,2022,3837,38.6,67.4,76,80,0.023,200.5,58.5,5.9,24.8,810
AP002,Q2,2021,4803,17.0,76.0,65,82,0.013,601.3,25.7,2.3,32.8,1581
AP008,Q2,2024,3880,21.3,57.7,47,95,0.019,174.0,15.3,4.2,36.8,406
AP010,Q1,2022,4941,59.6,38.9,78,74,0.032,2180.6,11.1,6.0,24.4,1483
AP005,Q3,2020,4514,0.3,95.7,75,91,0.033,1553.6,30.5,2.8,22.9,475
AP006,Q2,2023,2250,16.6,32.0,82,61,0.008,834.6,93.9,1.6,17.9,1492
AP002,Q2,2020,3225,40.7,9.0,93,68,0.037,307.2,56.0,5.6,34.8,426
AP003,Q1,2022,1309,38.0,96.4,83,80,0.062,421.6,0.2,1.8,32.6,1847
AP012,Q4,2020,1136,6.2,60.5,79,62,0.02,4186.4,55.7,5.2,47.9,618
AP008,Q2,2024,755,50.7,60.6,90,78,0.096,1064.7,38.3,2.1,36.6,333
AP005,Q4,2022,3994,7.7,91.0,76,83,0.062,521.9,33.3,3.8,47.5,1477
AP006,Q3,2022,2392,7.2,80.5,52,84,0.014,400.4,84.7,1.4,21.1,912
AP006,Q2,2021,3164,18.4,49.4,88,69,0.058,675.6,65.6,4.5,24.8,304
AP010,Q1,2023,646,50.6,86.9,50,88,0.028,1619.0,62.6,5.2,12.0,1092
AP003,Q1,2022,3297,37.8,55.8,50,70,0.025,782.9,10.7,1.6,41.5,431
AP006,Q4,2022,1201,6.1,12.3,33,77,0.029,654.6,5.2,4.1,10.3,974
AP012,Q1,2021,2177,58.3,10.8,82,51,0.022,481.8,59.8,1.4,13.7,484
AP003,Q1,2021,2059,3.1,30.8,91,79,0.017,2592.0,35.1,3.5,37.5,577
AP009,Q1,2020,2034,36.7,44.0,72,76,0.015,2027.1,39.8,1.5,21.6,1322
AP011,Q1,2020,889,4.5,58.3,62,46,0.018,993.3,61.6,4.8,11.8,800
AP001,Q3,2021,1424,44.3,77.0,85,62,0.028,123.4,13.0,2.0,44.2,1279
AP009,Q4,2023,3924,57.9,36.1,88,57,0.022,598.3,2.3,2.1,42.6,927
AP011,Q2,2023,4949,24.6,7.7,75,69,0.035,609.5,10.4,3.1,43.5,1438
AP008,Q3,2023,1111,36.8,62.5,64,80,0.051,1288.2,44.0,2.6,25.7,676
AP001,Q4,2021,4387,33.8,15.9,98,78,0.031,417.6,44.2,4.8,47.1,695
AP011,Q1,2024,4140,58.0,22.9,65,59,0.014,434.2,46.5,2.0,25.3,876
AP006,Q1,2024,4172,40.2,52.8,68,56,0.021,788.7,23.0,1.3,10.1,1739
AP009,Q3,2020,640,34.7,6.9,74,77,0.014,713.4,43.2,1.4,25.2,1185
AP008,Q4,2021,1585,2.8,93.6,76,57,0.031,851.6,47.7,2.4,44.8,1917
AP002,Q3,2023,4242,26.8,56.2,55,68,0.028,330.0,93.3,1.4,27.0,1521
AP003,Q1,2021,1786,42.6,89.7,94,72,0.033,622.7,43.2,5.3,13.3,1359
AP005,Q1,2021,3543,24.4,99.9,64,70,0.037,700.7,6.1,2.2,47.2,412
AP003,Q3,2020,4532,47.1,34.7,77,69,0.085,1992.9,37.4,3.1,25.3,1077
AP002,Q4,2023,4528,6.7,25.1,67,60,0.011,758.8,17.6,4.0,40.2,1416
AP005,Q2,2021,2311,32.3,38.4,84,75,0.029,713.2,57.7,2.7,28.4,1658
AP001,Q1,2022,1018,41.2,52.8,56,78,0.035,2787.5,16.2,2.1,49.9,1018
AP005,Q4,2023,1689,17.7,71.6,94,58,0.026,285.8,23.6,3.6,22.2,674
AP007,Q4,2020,4550,42.3,88.5,84,64,0.014,1790.0,22.4,1.1,43.1,1610
AP005,Q1,2021,529,54.4,14.8,74,48,0.025,586.1,40.3,2.5,41.2,690
AP005,Q3,2023,4327,0.7,75.8,54,85,0.097,616.1,16.5,2.3,30.9,385
AP001,Q2,2024,1808,48.7,76.5,95,32,0.008,1327.2,17.8,1.1,25.5,894
AP001,Q1,2022,2621,49.5,19.9,91,81,0.039,1320.0,81.0,5.9,37.4,1491
AP001,Q3,2020,4934,44.4,98.7,79,76,0.019,2420.0,2.7,1.9,29.9,1329
AP011,Q2,2020,4791,9.2,59.3,56,62,0.043,2644.3,1.5,1.6,48.6,547
AP012,Q2,2023,4603,48.6,66.9,85,70,0.011,196.6,89.1,4.4,43.4,879
AP008,Q3,2020,2219,43.8,62.0,73,74,0.044,2190.5,43.8,2.4,23.0,1926
